person_id,sex,age,age_bucket,demographic_target,background,skin_tone,weathering_note,distinguishing_marks_note,hard_living_note,habitus_note,habitus_group,aesthetic_note,attractiveness_note,front_image_path,side_image_path,back_image_path
person_015,male,27,18-29 young men,white,Southern European ancestry,"medium olive skin, Fitzpatrick type III-IV, olive undertone, noticeable tan, uneven pigmentation from sun exposure","mild but visible outdoor sun exposure: uneven tan on forehead, nose, and cheekbones, small freckles or dark spots, realistic pores; keep the person their stated young adult age",,,"average-light build: modest facial fullness, clear jaw contour, and medium-thin neck",mid,"bulbous nose tip, broad nostrils, and rough sun-textured cheeks",average-at-best attractiveness with no model-like symmetry,images/person_015_front.png,images/person_015_side.png,images/person_015_back.png
person_016,male,18,18-29 young men,white,Eastern European ancestry,"ruddy fair skin, Fitzpatrick type II, pink-red undertone, weathered sun exposure, broken capillaries","noticeable sun exposure for a young adult: faint forehead lines, slight redness, a few sun freckles, dry skin texture on nose and cheeks; do not make them look middle-aged","several small natural facial moles of varied size, asymmetrically placed",,"average build: balanced cheek fullness, normal jaw contour, and medium neck thickness",mid,"receded chin, heavy upper eyelids, and coarse visible pores","weathered and rough-looking, not conventionally attractive",images/person_016_front.png,images/person_016_side.png,images/person_016_back.png
person_017,male,21,18-29 young men,white,Western European ancestry,"tan white skin, Fitzpatrick type IV, golden-brown summer tan, sun-damaged forehead and cheekbones","weathered young adult skin from regular outdoor work: mild tan lines, uneven cheek coloration, pores, and subtle under-eye darkness while preserving age-appropriate firmness",,"hard-living facial wear: tired eyelids, mottled complexion, dehydrated-looking skin, and slightly hollow temples; no explicit diagnosis","solid build: fuller cheeks, softened jaw corners, thicker neck, and subtle under-chin fullness",mid,"gaunt temples, hollow cheeks, and dry weathered scalp skin",plain face with uneven features and tired skin,images/person_017_front.png,images/person_017_side.png,images/person_017_back.png
person_018,male,24,18-29 young men,white,Balkan European ancestry,"pale freckled skin, Fitzpatrick type I, cool undertone, dense natural freckles and solar lentigines","mild but visible outdoor sun exposure: uneven tan on forehead, nose, and cheekbones, small freckles or dark spots, realistic pores; keep the person their stated young adult age","multiple tiny flat moles on the face and scalp, all natural-looking",,"heavy-set build: broad full face, soft jawline, thick neck, and visible under-chin fullness",heavy,"narrow skull, prominent ears, and shallow cheeks",homely but realistic adult face,images/person_018_front.png,images/person_018_side.png,images/person_018_back.png
person_019,male,27,18-29 young men,white,Northwestern European ancestry,"light neutral skin, Fitzpatrick type II-III, blotchy sun damage, coarse pores, uneven weathered texture","noticeable sun exposure for a young adult: faint forehead lines, slight redness, a few sun freckles, dry skin texture on nose and cheeks; do not make them look middle-aged",,,"very heavy-set build: round cheeks, reduced jaw definition, broad neck, and pronounced submental fullness",heavy,"long philtrum, thin uneven lips, and asymmetrical cheek fullness","ordinary face with asymmetry, large pores, and uneven complexion",images/person_019_front.png,images/person_019_side.png,images/person_019_back.png
person_020,male,18,18-29 young men,white,Central European ancestry,"very fair porcelain skin, Fitzpatrick type I, cool pink undertone, UV freckling, visible redness on nose and cheeks","weathered young adult skin from regular outdoor work: mild tan lines, uneven cheek coloration, pores, and subtle under-eye darkness while preserving age-appropriate firmness","uneven old acne scarring around the cheeks, jawline, and temples",,"large heavy face with soft cheek pads, wide lower face, thick neck, and natural folds at the base of the neck",heavy,"uneven eye height, tired under-eye area, and slightly lopsided mouth corners",noticeably plain and not photogenic,images/person_020_front.png,images/person_020_side.png,images/person_020_back.png
person_021,male,39,30-45,white,Ashkenazi Jewish European ancestry,"fair ivory skin, Fitzpatrick type I-II, neutral-pink undertone, sun-mottled cheeks, slight capillary redness","moderate sun damage: uneven pigmentation, early crow's feet, faint forehead lines, visible pores, and a slightly leathery nose-and-cheek texture",one larger flat mole on one cheek plus a few tiny scattered moles,,"stocky build: dense neck, broad lower face, softened chin transition, and moderate facial fat",heavy,"low compact forehead, crowded facial proportions, and uneven smile-line depth",below-average conventional attractiveness while remaining realistic,images/person_021_front.png,images/person_021_side.png,images/person_021_back.png
person_022,male,44,30-45,white,Irish and British Isles ancestry,"fair beige skin, Fitzpatrick type II, neutral undertone, uneven light tan, sun spots on forehead and temples","outdoor-working adult skin: sun spots on temples and cheekbones, broken capillaries around the nose, dry patches, and moderate texture variation",,"drawn tired face with under-eye shadows, dry uneven skin, and chapped-looking lips; do not imply a specific medical condition or drug use","obese facial build: very full cheeks, heavy lower face, thick neck, and strong under-chin fullness while remaining anatomically realistic",heavy,"puffy under-eyes, weak jaw transition, and mottled complexion","rugged, tired, asymmetrical everyday face",images/person_022_front.png,images/person_022_side.png,images/person_022_back.png
person_023,male,33,30-45,white,Scandinavian ancestry,"light olive skin, Fitzpatrick type III, muted green-gold undertone, outdoor tan, mild hyperpigmentation","clear UV exposure: mottled tan, mild hyperpigmentation, rough cheek texture, early skin laxity, and realistic fine lines around eyes and mouth",,,"gaunt-skinny build: hollow cheeks, narrow temples, prominent facial bones, thin neck, and dry weathered texture",lean,"broad blunt nose, small narrow mouth, and softened lower-face definition",unpolished ordinary face with imperfect proportions,images/person_023_front.png,images/person_023_side.png,images/person_023_back.png
person_024,male,38,30-45,white,Baltic European ancestry,"warm beige skin, Fitzpatrick type III, golden undertone, moderate farmer's tan, sun-exposed forehead and cheeks","moderate sun damage: uneven pigmentation, early crow's feet, faint forehead lines, visible pores, and a slightly leathery nose-and-cheek texture","several small natural facial moles of varied size, asymmetrically placed",,"very lean, skinny face with hollow cheeks, visible cheekbone planes, narrow neck, and minimal under-chin fullness",lean,"soft sagging lower face, under-chin fullness, and flattened cheek contours","distinctive, awkward facial balance",images/person_024_front.png,images/person_024_side.png,images/person_024_back.png
person_025,male,43,30-45,white,mixed Northern and Southern European ancestry,"medium olive skin, Fitzpatrick type III-IV, olive undertone, noticeable tan, uneven pigmentation from sun exposure","outdoor-working adult skin: sun spots on temples and cheekbones, broken capillaries around the nose, dry patches, and moderate texture variation",,,"lean face with defined jawline, thin cheeks, taut neck, and little submental fat",lean,"bulbous nose tip, broad nostrils, and rough sun-textured cheeks",average-at-best attractiveness with no model-like symmetry,images/person_025_front.png,images/person_025_side.png,images/person_025_back.png
person_026,male,32,30-45,white,Central Mediterranean ancestry,"ruddy fair skin, Fitzpatrick type II, pink-red undertone, weathered sun exposure, broken capillaries","clear UV exposure: mottled tan, mild hyperpigmentation, rough cheek texture, early skin laxity, and realistic fine lines around eyes and mouth",,,"slender build visible in the face: narrow cheeks, sharper chin, thin neck, and minimal facial padding",lean,"receded chin, heavy upper eyelids, and coarse visible pores","weathered and rough-looking, not conventionally attractive",images/person_026_front.png,images/person_026_side.png,images/person_026_back.png
person_027,male,37,30-45,white,Caucasus-region ancestry with fair-to-olive complexion,"ruddy fair skin, Fitzpatrick type II, pink-red undertone, weathered sun exposure","moderate sun damage: uneven pigmentation, early crow's feet, faint forehead lines, visible pores, and a slightly leathery nose-and-cheek texture",one larger flat mole on one cheek plus a few tiny scattered moles,,"average-light build: modest facial fullness, clear jaw contour, and medium-thin neck",mid,"gaunt temples, hollow cheeks, and dry weathered scalp skin",plain face with uneven features and tired skin,images/person_027_front.png,images/person_027_side.png,images/person_027_back.png
person_028,male,42,30-45,white,Northern European ancestry,"pale freckled skin, Fitzpatrick type I, cool undertone, dense natural freckles and solar lentigines","outdoor-working adult skin: sun spots on temples and cheekbones, broken capillaries around the nose, dry patches, and moderate texture variation","uneven old acne scarring around the cheeks, jawline, and temples",,"average build: balanced cheek fullness, normal jaw contour, and medium neck thickness",mid,"narrow skull, prominent ears, and shallow cheeks",homely but realistic adult face,images/person_028_front.png,images/person_028_side.png,images/person_028_back.png
person_029,male,31,30-45,white,Southern European ancestry,"light neutral skin, Fitzpatrick type II-III, blotchy sun damage, coarse pores, uneven weathered texture","clear UV exposure: mottled tan, mild hyperpigmentation, rough cheek texture, early skin laxity, and realistic fine lines around eyes and mouth",,,"solid build: fuller cheeks, softened jaw corners, thicker neck, and subtle under-chin fullness",mid,"long philtrum, thin uneven lips, and asymmetrical cheek fullness","ordinary face with asymmetry, large pores, and uneven complexion",images/person_029_front.png,images/person_029_side.png,images/person_029_back.png
person_030,male,36,30-45,white,Eastern European ancestry,"light olive skin, Fitzpatrick type III, muted green-gold undertone, mild tan","moderate sun damage: uneven pigmentation, early crow's feet, faint forehead lines, visible pores, and a slightly leathery nose-and-cheek texture",,,"heavy-set build: broad full face, soft jawline, thick neck, and visible under-chin fullness",heavy,"uneven eye height, tired under-eye area, and slightly lopsided mouth corners",noticeably plain and not photogenic,images/person_030_front.png,images/person_030_side.png,images/person_030_back.png
person_031,male,41,30-45,white,Western European ancestry,"fair ivory skin, Fitzpatrick type I-II, neutral-pink undertone, sun-mottled cheeks, slight capillary redness","outdoor-working adult skin: sun spots on temples and cheekbones, broken capillaries around the nose, dry patches, and moderate texture variation",,,"very heavy-set build: round cheeks, reduced jaw definition, broad neck, and pronounced submental fullness",heavy,"low compact forehead, crowded facial proportions, and uneven smile-line depth",below-average conventional attractiveness while remaining realistic,images/person_031_front.png,images/person_031_side.png,images/person_031_back.png
person_032,male,30,30-45,white,Balkan European ancestry,"fair beige skin, Fitzpatrick type II, neutral undertone, uneven light tan, sun spots on forehead and temples","clear UV exposure: mottled tan, mild hyperpigmentation, rough cheek texture, early skin laxity, and realistic fine lines around eyes and mouth","several small natural facial moles of varied size, asymmetrically placed",,"large heavy face with soft cheek pads, wide lower face, thick neck, and natural folds at the base of the neck",heavy,"puffy under-eyes, weak jaw transition, and mottled complexion","rugged, tired, asymmetrical everyday face",images/person_032_front.png,images/person_032_side.png,images/person_032_back.png
person_033,male,35,30-45,white,Northwestern European ancestry,"light olive skin, Fitzpatrick type III, muted green-gold undertone, outdoor tan, mild hyperpigmentation","moderate sun damage: uneven pigmentation, early crow's feet, faint forehead lines, visible pores, and a slightly leathery nose-and-cheek texture",,"hard-living facial wear: tired eyelids, mottled complexion, dehydrated-looking skin, and slightly hollow temples; no explicit diagnosis","stocky build: dense neck, broad lower face, softened chin transition, and moderate facial fat",heavy,"broad blunt nose, small narrow mouth, and softened lower-face definition",unpolished ordinary face with imperfect proportions,images/person_033_front.png,images/person_033_side.png,images/person_033_back.png
person_034,male,40,30-45,white,Central European ancestry,"warm beige skin, Fitzpatrick type III, golden undertone, moderate farmer's tan, sun-exposed forehead and cheeks","outdoor-working adult skin: sun spots on temples and cheekbones, broken capillaries around the nose, dry patches, and moderate texture variation",,"drawn tired face with under-eye shadows, dry uneven skin, and chapped-looking lips; do not imply a specific medical condition or drug use","obese facial build: very full cheeks, heavy lower face, thick neck, and strong under-chin fullness while remaining anatomically realistic",heavy,"soft sagging lower face, under-chin fullness, and flattened cheek contours","distinctive, awkward facial balance",images/person_034_front.png,images/person_034_side.png,images/person_034_back.png
person_035,male,45,30-45,white,Ashkenazi Jewish European ancestry,"medium olive skin, Fitzpatrick type III-IV, olive undertone, noticeable tan, uneven pigmentation from sun exposure","clear UV exposure: mottled tan, mild hyperpigmentation, rough cheek texture, early skin laxity, and realistic fine lines around eyes and mouth",minor acne-scar texture and shallow pockmarks on one cheek,,"gaunt-skinny build: hollow cheeks, narrow temples, prominent facial bones, thin neck, and dry weathered texture",lean,"bulbous nose tip, broad nostrils, and rough sun-textured cheeks",average-at-best attractiveness with no model-like symmetry,images/person_035_front.png,images/person_035_side.png,images/person_035_back.png
person_036,male,34,30-45,white,Irish and British Isles ancestry,"ruddy fair skin, Fitzpatrick type II, pink-red undertone, weathered sun exposure, broken capillaries","moderate sun damage: uneven pigmentation, early crow's feet, faint forehead lines, visible pores, and a slightly leathery nose-and-cheek texture","uneven old acne scarring around the cheeks, jawline, and temples",,"very lean, skinny face with hollow cheeks, visible cheekbone planes, narrow neck, and minimal under-chin fullness",lean,"receded chin, heavy upper eyelids, and coarse visible pores","weathered and rough-looking, not conventionally attractive",images/person_036_front.png,images/person_036_side.png,images/person_036_back.png
person_037,male,39,30-45,white,Scandinavian ancestry,"tan white skin, Fitzpatrick type IV, golden-brown summer tan, sun-damaged forehead and cheekbones","outdoor-working adult skin: sun spots on temples and cheekbones, broken capillaries around the nose, dry patches, and moderate texture variation",,,"lean face with defined jawline, thin cheeks, taut neck, and little submental fat",lean,"gaunt temples, hollow cheeks, and dry weathered scalp skin",plain face with uneven features and tired skin,images/person_037_front.png,images/person_037_side.png,images/person_037_back.png
person_038,male,44,30-45,white,Baltic European ancestry,"pale freckled skin, Fitzpatrick type I, cool undertone, dense natural freckles and solar lentigines","clear UV exposure: mottled tan, mild hyperpigmentation, rough cheek texture, early skin laxity, and realistic fine lines around eyes and mouth",,,"slender build visible in the face: narrow cheeks, sharper chin, thin neck, and minimal facial padding",lean,"narrow skull, prominent ears, and shallow cheeks",homely but realistic adult face,images/person_038_front.png,images/person_038_side.png,images/person_038_back.png
person_039,male,33,30-45,white,mixed Northern and Southern European ancestry,"light neutral skin, Fitzpatrick type II-III, blotchy sun damage, coarse pores, uneven weathered texture","moderate sun damage: uneven pigmentation, early crow's feet, faint forehead lines, visible pores, and a slightly leathery nose-and-cheek texture",,,"average-light build: modest facial fullness, clear jaw contour, and medium-thin neck",mid,"long philtrum, thin uneven lips, and asymmetrical cheek fullness","ordinary face with asymmetry, large pores, and uneven complexion",images/person_039_front.png,images/person_039_side.png,images/person_039_back.png
person_040,male,38,30-45,white,Central Mediterranean ancestry,"very fair porcelain skin, Fitzpatrick type I, cool pink undertone, UV freckling, visible redness on nose and cheeks","outdoor-working adult skin: sun spots on temples and cheekbones, broken capillaries around the nose, dry patches, and moderate texture variation","several small natural facial moles of varied size, asymmetrically placed",,"average build: balanced cheek fullness, normal jaw contour, and medium neck thickness",mid,"uneven eye height, tired under-eye area, and slightly lopsided mouth corners",noticeably plain and not photogenic,images/person_040_front.png,images/person_040_side.png,images/person_040_back.png
person_041,male,43,30-45,white,Caucasus-region ancestry with fair-to-olive complexion,"fair ivory skin, Fitzpatrick type I-II, neutral-pink undertone, sun-mottled cheeks, slight capillary redness","clear UV exposure: mottled tan, mild hyperpigmentation, rough cheek texture, early skin laxity, and realistic fine lines around eyes and mouth",,,"solid build: fuller cheeks, softened jaw corners, thicker neck, and subtle under-chin fullness",mid,"low compact forehead, crowded facial proportions, and uneven smile-line depth",below-average conventional attractiveness while remaining realistic,images/person_041_front.png,images/person_041_side.png,images/person_041_back.png
person_042,male,32,30-45,white,Northern European ancestry,"fair beige skin, Fitzpatrick type II, neutral undertone, uneven light tan, sun spots on forehead and temples","moderate sun damage: uneven pigmentation, early crow's feet, faint forehead lines, visible pores, and a slightly leathery nose-and-cheek texture","old pitted acne scars across both cheeks, subtle but visible",,"heavy-set build: broad full face, soft jawline, thick neck, and visible under-chin fullness",heavy,"puffy under-eyes, weak jaw transition, and mottled complexion","rugged, tired, asymmetrical everyday face",images/person_042_front.png,images/person_042_side.png,images/person_042_back.png
person_043,male,37,30-45,white,Southern European ancestry,"light olive skin, Fitzpatrick type III, muted green-gold undertone, outdoor tan, mild hyperpigmentation","outdoor-working adult skin: sun spots on temples and cheekbones, broken capillaries around the nose, dry patches, and moderate texture variation",,,"very heavy-set build: round cheeks, reduced jaw definition, broad neck, and pronounced submental fullness",heavy,"broad blunt nose, small narrow mouth, and softened lower-face definition",unpolished ordinary face with imperfect proportions,images/person_043_front.png,images/person_043_side.png,images/person_043_back.png
person_044,male,42,30-45,white,Eastern European ancestry,"warm beige skin, Fitzpatrick type III, golden undertone, moderate farmer's tan, sun-exposed forehead and cheeks","clear UV exposure: mottled tan, mild hyperpigmentation, rough cheek texture, early skin laxity, and realistic fine lines around eyes and mouth","uneven old acne scarring around the cheeks, jawline, and temples","drawn tired face with under-eye shadows, dry uneven skin, and chapped-looking lips; do not imply a specific medical condition or drug use","large heavy face with soft cheek pads, wide lower face, thick neck, and natural folds at the base of the neck",heavy,"soft sagging lower face, under-chin fullness, and flattened cheek contours","distinctive, awkward facial balance",images/person_044_front.png,images/person_044_side.png,images/person_044_back.png
person_045,male,31,30-45,white,Western European ancestry,"medium olive skin, Fitzpatrick type III-IV, olive undertone, noticeable tan, uneven pigmentation from sun exposure","moderate sun damage: uneven pigmentation, early crow's feet, faint forehead lines, visible pores, and a slightly leathery nose-and-cheek texture",minor acne-scar texture and shallow pockmarks on one cheek,,"stocky build: dense neck, broad lower face, softened chin transition, and moderate facial fat",heavy,"bulbous nose tip, broad nostrils, and rough sun-textured cheeks",average-at-best attractiveness with no model-like symmetry,images/person_045_front.png,images/person_045_side.png,images/person_045_back.png
person_046,male,36,30-45,white,Balkan European ancestry,"ruddy fair skin, Fitzpatrick type II, pink-red undertone, weathered sun exposure, broken capillaries","outdoor-working adult skin: sun spots on temples and cheekbones, broken capillaries around the nose, dry patches, and moderate texture variation",,,"obese facial build: very full cheeks, heavy lower face, thick neck, and strong under-chin fullness while remaining anatomically realistic",heavy,"receded chin, heavy upper eyelids, and coarse visible pores","weathered and rough-looking, not conventionally attractive",images/person_046_front.png,images/person_046_side.png,images/person_046_back.png
person_047,male,41,30-45,white,Northwestern European ancestry,"tan white skin, Fitzpatrick type IV, golden-brown summer tan, sun-damaged forehead and cheekbones","clear UV exposure: mottled tan, mild hyperpigmentation, rough cheek texture, early skin laxity, and realistic fine lines around eyes and mouth",,,"gaunt-skinny build: hollow cheeks, narrow temples, prominent facial bones, thin neck, and dry weathered texture",lean,"gaunt temples, hollow cheeks, and dry weathered scalp skin",plain face with uneven features and tired skin,images/person_047_front.png,images/person_047_side.png,images/person_047_back.png
person_048,male,30,30-45,white,Central European ancestry,"pale freckled skin, Fitzpatrick type I, cool undertone, dense natural freckles and solar lentigines","moderate sun damage: uneven pigmentation, early crow's feet, faint forehead lines, visible pores, and a slightly leathery nose-and-cheek texture","several small natural facial moles of varied size, asymmetrically placed",,"very lean, skinny face with hollow cheeks, visible cheekbone planes, narrow neck, and minimal under-chin fullness",lean,"narrow skull, prominent ears, and shallow cheeks",homely but realistic adult face,images/person_048_front.png,images/person_048_side.png,images/person_048_back.png
person_049,male,35,30-45,white,Ashkenazi Jewish European ancestry,"light neutral skin, Fitzpatrick type II-III, blotchy sun damage, coarse pores, uneven weathered texture","outdoor-working adult skin: sun spots on temples and cheekbones, broken capillaries around the nose, dry patches, and moderate texture variation",a small natural birthmark near the jawline plus faint cheek acne scars,,"lean face with defined jawline, thin cheeks, taut neck, and little submental fat",lean,"long philtrum, thin uneven lips, and asymmetrical cheek fullness","ordinary face with asymmetry, large pores, and uneven complexion",images/person_049_front.png,images/person_049_side.png,images/person_049_back.png
person_050,male,40,30-45,white,Irish and British Isles ancestry,"very fair porcelain skin, Fitzpatrick type I, cool pink undertone, UV freckling, visible redness on nose and cheeks","clear UV exposure: mottled tan, mild hyperpigmentation, rough cheek texture, early skin laxity, and realistic fine lines around eyes and mouth",,,"slender build visible in the face: narrow cheeks, sharper chin, thin neck, and minimal facial padding",lean,"uneven eye height, tired under-eye area, and slightly lopsided mouth corners",noticeably plain and not photogenic,images/person_050_front.png,images/person_050_side.png,images/person_050_back.png
person_051,male,45,30-45,white,Scandinavian ancestry,"fair ivory skin, Fitzpatrick type I-II, neutral-pink undertone, sun-mottled cheeks, slight capillary redness","moderate sun damage: uneven pigmentation, early crow's feet, faint forehead lines, visible pores, and a slightly leathery nose-and-cheek texture",,"hard-living facial wear: tired eyelids, mottled complexion, dehydrated-looking skin, and slightly hollow temples; no explicit diagnosis","average-light build: modest facial fullness, clear jaw contour, and medium-thin neck",mid,"low compact forehead, crowded facial proportions, and uneven smile-line depth",below-average conventional attractiveness while remaining realistic,images/person_051_front.png,images/person_051_side.png,images/person_051_back.png
person_052,male,34,30-45,white,Baltic European ancestry,"fair beige skin, Fitzpatrick type II, neutral undertone, uneven light tan, sun spots on forehead and temples","outdoor-working adult skin: sun spots on temples and cheekbones, broken capillaries around the nose, dry patches, and moderate texture variation","uneven old acne scarring around the cheeks, jawline, and temples",,"average build: balanced cheek fullness, normal jaw contour, and medium neck thickness",mid,"puffy under-eyes, weak jaw transition, and mottled complexion","rugged, tired, asymmetrical everyday face",images/person_052_front.png,images/person_052_side.png,images/person_052_back.png
person_053,male,39,30-45,white,mixed Northern and Southern European ancestry,"light olive skin, Fitzpatrick type III, muted green-gold undertone, outdoor tan, mild hyperpigmentation","clear UV exposure: mottled tan, mild hyperpigmentation, rough cheek texture, early skin laxity, and realistic fine lines around eyes and mouth",,,"solid build: fuller cheeks, softened jaw corners, thicker neck, and subtle under-chin fullness",mid,"broad blunt nose, small narrow mouth, and softened lower-face definition",unpolished ordinary face with imperfect proportions,images/person_053_front.png,images/person_053_side.png,images/person_053_back.png
